user_id,signup_date,acquisition_channel,acquisition_cost,country,device_type,signup_quality_score
U00872,2025-06-02,Paid Search,75.0,India,Desktop,0.388
U00873,2025-08-17,Content/SEO,0.0,USA,Desktop,0.483
U00874,2026-01-22,Email,2.24,UAE,Desktop,0.524
U00875,2025-09-10,Organic Search,0.0,India,Desktop,0.888
U00876,2026-02-24,Paid Social,11.17,UAE,Tablet,0.567
U00877,2026-03-31,Affiliate,31.23,USA,Mobile,0.602
U00878,2025-12-04,Referral,4.3,India,Mobile,0.309
U00879,2025-07-25,Content/SEO,0.0,UAE,Mobile,0.415
U00880,2026-03-03,Organic Search,0.0,USA,Desktop,0.78
U00881,2026-01-26,Organic Search,0.0,USA,Mobile,0.297
U00882,2026-05-16,Paid Social,38.37,UK,Desktop,0.17
U00883,2025-08-12,Paid Social,9.73,Germany,Desktop,0.05
U00884,2025-09-04,Paid Social,0.0,UK,Desktop,0.326
U00885,2026-05-16,Paid Search,36.76,India,Desktop,0.084
U00886,2025-02-04,Content/SEO,0.0,UK,Desktop,0.698
U00887,2025-11-03,Referral,0.46,Australia,Mobile,0.528
U00888,2025-02-10,Organic Search,0.0,Germany,Mobile,0.768
U00889,2025-07-06,Email,2.87,USA,Desktop,0.283
U00890,2025-03-21,Paid Social,30.1,India,Desktop,0.067
U00891,2026-06-27,Paid Search,61.3,Canada,Mobile,0.26
U00892,2026-04-01,Organic Search,0.0,Germany,Mobile,0.078
U00893,2026-03-17,Organic Search,0.0,UAE,Desktop,0.512
U00894,2025-07-10,Content/SEO,0.0,Canada,Desktop,0.759
U00895,2026-01-26,Organic Search,0.0,Canada,Desktop,0.515
U00896,2026-05-06,Email,0.8,Canada,Desktop,0.698
U00897,2026-01-21,Content/SEO,0.0,USA,Desktop,0.262
U00898,2026-03-21,Content/SEO,0.0,UK,Desktop,0.278
U00899,2026-06-25,Paid Social,31.77,India,Desktop,0.293
U00900,2026-07-28,Referral,3.67,India,Desktop,0.408
U00901,2025-07-25,Organic Search,0.0,UK,Mobile,0.481
U00902,2025-12-19,Paid Search,8.84,India,Desktop,0.203
U00903,2026-07-07,Email,6.4,USA,Desktop,0.313
U00904,2026-06-03,Paid Search,31.94,USA,Mobile,0.902
U00905,2025-06-04,Email,5.16,UK,Mobile,0.332
U00906,2025-09-28,Content/SEO,0.0,India,Desktop,0.576
U00907,2025-11-29,Paid Social,26.59,Canada,Desktop,0.544
U00908,2025-07-10,Organic Search,0.0,India,Desktop,0.481
U00909,2026-01-15,Email,3.43,USA,Mobile,0.287
U00910,2026-05-12,Affiliate,18.53,UAE,Desktop,0.217
U00911,2026-03-29,Paid Social,36.49,USA,Mobile,0.719
U00912,2025-08-19,Paid Search,64.5,UK,Desktop,0.249
U00913,2026-03-27,Organic Search,0.0,UK,Desktop,0.557
U00914,2025-07-23,Referral,2.77,India,Desktop,0.332
U00915,2025-09-09,Paid Social,33.92,Canada,Desktop,0.32
U00916,2026-07-28,Email,1.14,Canada,Desktop,0.654
U00917,2025-12-04,Organic Search,0.0,India,Desktop,0.323
U00918,2026-04-12,Paid Search,12.09,Australia,Mobile,0.577
U00919,2026-01-21,Affiliate,2.62,USA,Mobile,0.643
U00920,2025-06-21,Email,5.65,Canada,Desktop,0.332
U00921,2025-07-17,Paid Social,38.37,USA,Desktop,0.316
U00922,2026-04-02,Organic Search,0.0,UAE,Mobile,0.174
U00923,2026-06-25,Organic Search,0.0,Brazil,Mobile,0.742
U00924,2025-09-28,Paid Social,38.15,Germany,Desktop,0.366
U00925,2025-08-10,Affiliate,20.78,USA,Desktop,0.402
U00926,2025-11-26,Organic Search,0.0,Australia,Desktop,0.697
U00927,2026-07-24,Referral,4.17,India,Tablet,0.066
U00928,2025-08-02,Paid Search,31.28,USA,Desktop,0.776
U00929,2025-07-15,Content/SEO,0.0,Germany,Mobile,0.163
U00930,2026-05-01,Paid Search,38.02,USA,Desktop,0.093
U00931,2025-11-27,Organic Search,0.0,Canada,Desktop,0.36
U00932,2026-06-08,Organic Search,0.0,USA,Desktop,0.266
U00933,2025-12-29,Paid Social,14.18,UK,Tablet,0.17
U00934,2026-05-14,Organic Search,0.0,India,Desktop,0.762
U00935,2026-04-18,Organic Search,0.0,USA,Mobile,0.278
U00936,2026-01-11,Email,2.28,Germany,Desktop,0.548
U00937,2025-08-09,Email,4.62,India,Desktop,0.806
U00938,2026-06-11,Paid Search,43.36,India,Desktop,0.191
U00939,2026-04-03,Referral,0.0,USA,Tablet,0.081
U00940,2025-08-08,Organic Search,0.0,India,Desktop,0.6
U00941,2025-09-01,Content/SEO,0.0,USA,Desktop,0.258
U00942,2025-08-27,Content/SEO,0.0,USA,Desktop,0.802
U00943,2025-04-27,Email,0.0,UAE,Desktop,0.243
U00944,2025-08-21,Email,5.7,India,Mobile,0.671
U00945,2026-03-14,Referral,8.46,UK,Desktop,0.064
U00946,2026-07-02,Content/SEO,0.0,USA,Desktop,0.152
U00947,2025-05-01,Email,0.55,India,Desktop,0.228
U00948,2025-07-29,Email,0.57,Australia,Desktop,0.147
U00949,2025-11-28,Organic Search,0.0,India,Desktop,0.195
U00950,2026-04-19,Referral,4.69,Australia,Desktop,0.14
U00951,2025-08-27,Organic Search,0.0,Germany,Desktop,0.103
U00952,2026-01-28,Organic Search,0.0,USA,Desktop,0.063
U00953,2026-01-08,Email,1.71,USA,Desktop,0.325
U00954,2025-04-30,Paid Search,42.38,USA,Desktop,0.349
U00955,2026-06-10,Paid Social,17.52,USA,Desktop,0.442
U00956,2026-06-02,Organic Search,0.0,USA,Mobile,0.283
U00957,2026-03-20,Paid Social,15.29,UK,Mobile,0.391
U00958,2025-10-29,Content/SEO,0.0,UAE,Mobile,0.588
U00959,2026-08-02,Paid Search,24.77,UK,Desktop,0.49
U00960,2026-03-19,Email,1.93,India,Desktop,0.188
U00961,2025-07-21,Organic Search,0.0,India,Desktop,0.555
U00962,2025-08-26,Email,5.06,Canada,Desktop,0.261
U00963,2026-04-03,Affiliate,25.46,UK,Mobile,0.642
U00964,2026-06-27,Affiliate,17.53,UAE,Desktop,0.368
U00965,2025-04-20,Referral,3.91,USA,Mobile,0.413
U00966,2025-02-19,Email,3.49,USA,Tablet,0.65
U00967,2025-10-25,Organic Search,0.0,Australia,Mobile,0.496
U00968,2025-12-11,Paid Search,45.22,Australia,Mobile,0.524
U00969,2025-10-02,Organic Search,0.0,UK,Mobile,0.392
U00970,2026-02-05,Referral,7.14,Brazil,Desktop,0.631
U00971,2026-04-02,Content/SEO,0.0,UAE,Desktop,0.674
U00972,2025-07-26,Referral,8.62,USA,Tablet,0.083
U00973,2025-12-28,Email,5.26,India,Desktop,0.052
U00974,2026-02-23,Paid Social,21.41,USA,Desktop,0.345
U00975,2025-10-01,Organic Search,0.0,UK,Desktop,0.142
U00976,2026-02-27,Email,1.84,USA,Desktop,0.141
U00977,2025-11-23,Content/SEO,0.0,Brazil,Mobile,0.645
U00978,2025-06-12,Paid Search,29.88,USA,Desktop,0.54
U00979,2026-03-06,Email,2.87,Canada,Mobile,0.268
U00980,2026-04-01,Email,1.25,UAE,Desktop,0.307
U00981,2025-11-10,Affiliate,9.99,India,Desktop,0.219
U00982,2025-08-16,Paid Search,58.63,USA,Desktop,0.463
U00983,2025-04-11,Affiliate,48.65,Canada,Tablet,0.103
U00984,2026-02-19,Referral,2.93,USA,Tablet,0.605
U00985,2026-03-13,Referral,8.18,Brazil,Mobile,0.206
U00986,2025-10-24,Paid Search,33.02,UK,Desktop,0.737
U00987,2025-03-21,Paid Search,33.93,Germany,Desktop,0.495
U00988,2025-12-24,Content/SEO,0.0,UAE,Tablet,0.35
U00989,2025-10-05,Paid Search,39.49,UAE,Tablet,0.564
U00990,2026-01-05,Organic Search,0.0,UK,Mobile,0.14
U00991,2026-08-04,Affiliate,44.19,USA,Desktop,0.236
U00992,2026-03-06,Affiliate,33.15,USA,Mobile,0.437
U00993,2025-08-06,Paid Search,30.94,UAE,Desktop,0.137
U00994,2026-03-30,Email,2.99,USA,Mobile,0.134
U00995,2025-12-12,Referral,3.79,Brazil,Desktop,0.719
U00996,2026-02-10,Paid Search,35.67,USA,Desktop,0.146
U00997,2025-10-20,Paid Search,33.91,USA,Desktop,0.778
U00998,2025-11-04,Paid Search,30.58,Canada,Tablet,0.589
U00999,2025-03-06,Email,3.65,India,Desktop,0.292
U01000,2025-06-11,Paid Social,11.83,USA,Desktop,0.233
U01001,2025-09-03,Email,2.25,Germany,Mobile,0.56
U01002,2026-02-06,Organic Search,0.0,USA,Mobile,0.512
U01003,2026-07-25,Paid Search,36.24,India,Tablet,0.819
U01004,2025-02-17,Organic Search,0.0,USA,Desktop,0.587
U01005,2026-05-23,Content/SEO,0.0,UK,Mobile,0.29
U01006,2025-06-12,Organic Search,0.0,UK,Desktop,0.424
U01007,2026-05-03,Paid Social,30.7,USA,Tablet,0.37
U01008,2026-05-04,Organic Search,0.0,Brazil,Desktop,0.396
U01009,2026-03-10,Organic Search,0.0,USA,Desktop,0.411
U01010,2025-08-31,Referral,8.41,Canada,Mobile,0.557
U01011,2026-07-20,Paid Search,17.86,USA,Desktop,0.181
U01012,2026-04-02,Organic Search,0.0,UK,Mobile,0.524
U01013,2026-03-10,Organic Search,0.0,India,Desktop,0.912
U01014,2026-07-18,Paid Search,34.43,Germany,Desktop,0.597
U01015,2026-01-06,Organic Search,0.0,USA,Desktop,0.373
U01016,2025-07-16,Paid Search,17.62,USA,Mobile,0.756
U01017,2025-07-05,Paid Search,48.19,India,Desktop,0.186
U01018,2025-11-03,Referral,4.36,USA,Desktop,0.13
U01019,2026-04-16,Organic Search,0.0,Brazil,Desktop,0.154
U01020,2025-10-31,Paid Social,21.29,USA,Desktop,0.182
U01021,2025-06-03,Paid Search,27.37,USA,Desktop,0.023
U01022,2025-09-12,Content/SEO,0.0,Germany,Desktop,0.562
U01023,2025-05-28,Paid Search,46.36,UK,Tablet,0.325
U01024,2025-06-28,Referral,5.17,UK,Mobile,0.374
U01025,2025-11-19,Content/SEO,0.0,India,Desktop,0.28
U01026,2026-05-15,Email,1.92,India,Mobile,0.297
U01027,2025-07-08,Paid Social,22.31,USA,Mobile,0.381
U01028,2025-08-28,Content/SEO,0.0,India,Mobile,0.576
U01029,2025-12-12,Content/SEO,0.0,Germany,Mobile,0.127
U01030,2026-07-22,Organic Search,0.0,Canada,Desktop,0.452
U01031,2026-06-18,Affiliate,22.13,UAE,Mobile,0.677
U01032,2025-08-01,Organic Search,0.0,India,Tablet,0.499
U01033,2026-01-19,Paid Social,19.67,UAE,Mobile,0.362
U01034,2026-06-22,Email,0.05,USA,Mobile,0.517
U01035,2026-05-28,Email,4.47,USA,Desktop,0.136
U01036,2026-05-12,Paid Search,29.54,India,Desktop,0.616
U01037,2025-07-11,Paid Social,51.69,Brazil,Mobile,0.79
U01038,2025-04-14,Referral,3.23,UK,Desktop,0.3
U01039,2026-05-06,Paid Social,25.75,USA,Desktop,0.594
U01040,2025-09-08,Content/SEO,0.0,Brazil,Mobile,0.143
U01041,2025-08-30,Referral,6.38,USA,Desktop,0.318
U01042,2026-04-08,Paid Social,29.79,India,Desktop,0.355
U01043,2026-03-27,Paid Search,31.69,India,Desktop,0.276
U01044,2025-07-09,Organic Search,0.0,USA,Desktop,0.585
U01045,2026-01-04,Referral,1.03,Germany,Desktop,0.259
U01046,2026-04-26,Email,3.82,India,Desktop,0.458
U01047,2025-07-29,Content/SEO,0.0,Brazil,Mobile,0.413
U01048,2025-10-10,Organic Search,0.0,Australia,Desktop,0.394
U01049,2026-04-07,Paid Search,48.44,India,Mobile,0.258
U01050,2026-01-06,Organic Search,0.0,Australia,Desktop,0.902
U01051,2025-10-02,Affiliate,6.75,India,Mobile,0.244
U01052,2025-12-22,Paid Search,39.31,India,Mobile,0.577
U01053,2025-04-22,Organic Search,0.0,USA,Mobile,0.535
U01054,2025-06-29,Content/SEO,0.0,Canada,Mobile,0.178
U01055,2025-12-23,Email,6.54,India,Desktop,0.71
U01056,2026-05-15,Paid Search,25.63,India,Desktop,0.703
U01057,2025-10-21,Email,0.41,Brazil,Desktop,0.238
U01058,2026-05-09,Organic Search,0.0,Australia,Mobile,0.375
U01059,2025-08-28,Paid Search,11.73,India,Mobile,0.523
U01060,2026-01-19,Content/SEO,0.0,USA,Mobile,0.17
U01061,2025-04-18,Paid Social,47.57,UK,Desktop,0.196
U01062,2025-07-23,Organic Search,0.0,India,Desktop,0.536
U01063,2025-06-22,Organic Search,0.0,Brazil,Desktop,0.231
U01064,2026-04-09,Paid Search,38.48,USA,Mobile,0.672
U01065,2025-12-20,Content/SEO,0.0,Germany,Desktop,0.694
U01066,2026-01-30,Paid Search,60.72,USA,Desktop,0.484
U01067,2026-05-26,Affiliate,6.38,Australia,Mobile,0.576
U01068,2025-04-07,Referral,5.14,USA,Desktop,0.519
U01069,2025-07-06,Organic Search,0.0,Canada,Mobile,0.512
U01070,2025-10-11,Organic Search,0.0,Brazil,Mobile,0.078
U01071,2026-04-01,Referral,2.04,USA,Desktop,0.23
U01072,2025-09-25,Content/SEO,0.0,India,Tablet,0.635
U01073,2025-08-23,Referral,6.02,India,Desktop,0.748
U01074,2026-01-25,Paid Search,50.72,USA,Desktop,0.353
U01075,2026-02-27,Referral,2.78,Australia,Desktop,0.036
U01076,2026-01-15,Organic Search,0.0,India,Mobile,0.356
U01077,2025-05-04,Email,6.17,India,Mobile,0.556
U01078,2025-09-01,Referral,5.15,USA,Desktop,0.537
U01079,2025-04-26,Organic Search,0.0,UAE,Mobile,0.136
U01080,2025-07-18,Email,0.0,USA,Mobile,0.569
U01081,2026-02-12,Email,5.39,USA,Desktop,0.519
U01082,2025-09-10,Content/SEO,0.0,Brazil,Mobile,0.781
U01083,2025-07-14,Content/SEO,0.0,UK,Mobile,0.533
U01084,2026-03-10,Referral,6.34,Canada,Mobile,0.301
U01085,2025-11-20,Affiliate,23.63,USA,Desktop,0.497
U01086,2026-01-10,Paid Search,34.48,USA,Mobile,0.722
U01087,2025-09-15,Referral,6.94,USA,Mobile,0.097
U01088,2026-03-01,Paid Search,56.22,UK,Mobile,0.445
U01089,2025-03-05,Email,1.24,Germany,Desktop,0.476
U01090,2025-10-03,Email,2.72,Australia,Mobile,0.628
U01091,2026-01-19,Organic Search,0.0,USA,Desktop,0.459
U01092,2026-04-17,Paid Search,11.89,Australia,Mobile,0.127
U01093,2025-09-19,Organic Search,0.0,Germany,Desktop,0.234
U01094,2025-11-20,Organic Search,0.0,India,Mobile,0.388
U01095,2025-09-10,Paid Search,15.57,Canada,Desktop,0.886
U01096,2026-04-09,Paid Search,27.04,USA,Mobile,0.201
U01097,2026-06-07,Paid Social,39.47,Australia,Desktop,0.276
U01098,2025-10-21,Affiliate,16.36,USA,Mobile,0.68
U01099,2026-01-29,Paid Social,38.77,Australia,Desktop,0.649
U01100,2026-05-07,Paid Search,24.27,USA,Mobile,0.539
U01101,2025-11-17,Organic Search,0.0,USA,Desktop,0.399
U01102,2025-10-12,Referral,5.8,Brazil,Desktop,0.731
U01103,2026-04-29,Paid Search,27.88,Germany,Mobile,0.405
U01104,2026-02-27,Paid Social,45.04,UK,Desktop,0.482
U01105,2026-05-14,Referral,4.02,USA,Desktop,0.305
U01106,2026-06-28,Content/SEO,0.0,USA,Mobile,0.462
U01107,2025-05-31,Paid Social,8.11,Canada,Desktop,0.198
U01108,2026-06-20,Referral,2.71,UK,Desktop,0.543
U01109,2025-02-25,Affiliate,37.38,India,Desktop,0.507
U01110,2025-11-09,Organic Search,0.0,India,Desktop,0.237
U01111,2025-03-26,Paid Search,45.53,Australia,Desktop,0.334
U01112,2025-06-28,Referral,7.2,UK,Desktop,0.189
U01113,2026-05-27,Referral,0.0,India,Desktop,0.063
U01114,2025-07-19,Paid Search,14.73,UK,Desktop,0.275
U01115,2025-05-23,Email,1.02,USA,Desktop,0.694
U01116,2026-04-24,Content/SEO,0.0,UK,Desktop,0.127
U01117,2025-12-31,Email,2.49,UAE,Desktop,0.212
U01118,2026-02-20,Email,3.51,India,Desktop,0.205
U01119,2026-01-10,Affiliate,22.3,Brazil,Desktop,0.171
U01120,2026-06-09,Paid Search,44.38,Canada,Desktop,0.256
U01121,2025-04-06,Content/SEO,0.0,UK,Desktop,0.371
U01122,2025-12-15,Paid Search,49.59,Germany,Desktop,0.367
U01123,2025-10-07,Email,4.53,USA,Desktop,0.745
U01124,2025-08-03,Organic Search,0.0,UAE,Mobile,0.309
U01125,2026-07-10,Referral,4.57,USA,Mobile,0.152
U01126,2025-06-27,Paid Social,28.57,India,Desktop,0.633
U01127,2026-06-08,Paid Social,26.66,USA,Mobile,0.326
U01128,2026-03-03,Referral,6.21,India,Mobile,0.136
U01129,2025-11-12,Referral,4.19,USA,Desktop,0.712
U01130,2025-10-04,Organic Search,0.0,Australia,Desktop,0.378
U01131,2025-10-12,Content/SEO,0.0,USA,Desktop,0.46
U01132,2025-10-18,Organic Search,0.0,USA,Desktop,0.124
U01133,2026-07-08,Paid Search,9.74,UK,Desktop,0.513
U01134,2025-07-15,Content/SEO,0.0,USA,Desktop,0.224
U01135,2026-04-22,Paid Social,16.39,USA,Mobile,0.484
U01136,2025-09-15,Paid Search,46.38,USA,Mobile,0.447
U01137,2025-08-01,Email,5.42,Australia,Mobile,0.613
U01138,2026-02-13,Organic Search,0.0,USA,Desktop,0.218
U01139,2026-02-20,Content/SEO,0.0,USA,Desktop,0.62
U01140,2025-09-02,Paid Search,12.15,UAE,Desktop,0.164
U01141,2026-04-08,Paid Social,27.87,USA,Desktop,0.613
U01142,2025-08-03,Organic Search,0.0,USA,Mobile,0.471
U01143,2025-10-31,Paid Search,26.88,Canada,Desktop,0.411
U01144,2026-03-13,Content/SEO,0.0,USA,Mobile,0.358
U01145,2026-01-05,Referral,8.6,USA,Desktop,0.25
U01146,2025-09-26,Paid Social,25.95,UK,Mobile,0.35
U01147,2026-07-20,Organic Search,0.0,Australia,Desktop,0.315
U01148,2025-08-11,Paid Social,9.71,UAE,Desktop,0.151
U01149,2026-04-18,Paid Search,9.43,Australia,Mobile,0.183
U01150,2026-01-23,Referral,7.32,Canada,Desktop,0.184
U01151,2025-09-11,Referral,5.81,USA,Tablet,0.389
U01152,2026-03-09,Organic Search,0.0,India,Desktop,0.346
U01153,2025-09-12,Content/SEO,0.0,Germany,Desktop,0.1
U01154,2025-10-19,Paid Search,20.31,India,Desktop,0.331
U01155,2026-07-27,Referral,2.58,Australia,Tablet,0.749
U01156,2026-03-17,Organic Search,0.0,Brazil,Desktop,0.156
U01157,2026-06-16,Paid Social,32.44,USA,Desktop,0.157
U01158,2026-06-06,Paid Search,19.98,Germany,Mobile,0.65
U01159,2026-05-15,Content/SEO,0.0,UK,Desktop,0.524
U01160,2026-05-03,Affiliate,15.76,Germany,Desktop,0.181
U01161,2025-08-13,Paid Social,15.24,Germany,Desktop,0.106
U01162,2025-10-18,Referral,0.03,USA,Desktop,0.528
U01163,2026-01-15,Referral,2.01,India,Mobile,0.54
U01164,2026-01-22,Paid Social,36.58,UAE,Desktop,0.218
U01165,2026-04-27,Referral,7.62,USA,Mobile,0.465
U01166,2025-08-30,Email,2.6,Australia,Desktop,0.405
U01167,2025-08-28,Paid Social,24.02,USA,Tablet,0.267
U01168,2026-05-26,Organic Search,0.0,USA,Mobile,0.418
U01169,2025-09-05,Paid Social,50.91,USA,Desktop,0.425
U01170,2026-03-07,Content/SEO,0.0,India,Mobile,0.805
U01171,2026-04-04,Paid Social,15.19,USA,Desktop,0.339
U01172,2026-06-20,Referral,0.0,USA,Desktop,0.214
U01173,2025-12-05,Paid Social,22.3,USA,Desktop,0.357
U01174,2026-02-08,Referral,2.65,UK,Desktop,0.614
U01175,2025-10-20,Paid Social,17.11,USA,Mobile,0.394
U01176,2025-06-03,Affiliate,28.83,India,Desktop,0.433
U01177,2026-05-13,Paid Search,25.81,India,Desktop,0.58
U01178,2025-09-19,Referral,1.81,India,Mobile,0.342
U01179,2026-04-27,Content/SEO,0.0,USA,Mobile,0.531
U01180,2025-11-29,Paid Search,46.1,India,Mobile,0.772
U01181,2025-06-30,Affiliate,18.52,USA,Desktop,0.58
U01182,2025-10-29,Content/SEO,0.0,USA,Desktop,0.083
U01183,2025-09-20,Organic Search,0.0,Germany,Mobile,0.109
U01184,2025-07-07,Organic Search,0.0,UK,Desktop,0.557
U01185,2025-02-13,Affiliate,15.2,India,Desktop,0.513
U01186,2025-05-21,Content/SEO,0.0,Germany,Desktop,0.694
U01187,2025-09-27,Paid Social,44.38,Brazil,Mobile,0.273
U01188,2025-07-02,Referral,7.94,Canada,Desktop,0.401
U01189,2026-03-05,Referral,5.43,UAE,Desktop,0.408
U01190,2025-07-26,Paid Social,13.73,UK,Desktop,0.41
U01191,2026-05-03,Affiliate,29.65,Australia,Desktop,0.151
U01192,2026-04-08,Paid Social,44.9,Brazil,Desktop,0.476
U01193,2026-04-23,Referral,6.01,Canada,Desktop,0.135
U01194,2025-11-17,Paid Search,43.57,UK,Mobile,0.566
U01195,2026-04-05,Paid Social,12.35,India,Tablet,0.399
U01196,2026-05-15,Email,0.84,Canada,Desktop,0.233
U01197,2026-02-22,Affiliate,23.18,UAE,Desktop,0.039
U01198,2025-12-01,Organic Search,0.0,India,Mobile,0.212
U01199,2025-01-12,Content/SEO,0.0,USA,Mobile,0.336
U01200,2025-03-27,Email,2.0,Germany,Mobile,0.106
U01201,2025-10-16,Referral,5.91,USA,Mobile,0.303
U01202,2026-05-04,Paid Search,65.6,India,Mobile,0.23
U01203,2026-04-27,Affiliate,20.99,Germany,Tablet,0.206
U01204,2025-10-10,Paid Social,27.65,Germany,Desktop,0.247
U01205,2025-12-26,Organic Search,0.0,India,Desktop,0.407
U01206,2025-02-16,Referral,9.36,Germany,Desktop,0.38
U01207,2026-06-24,Content/SEO,0.0,Australia,Desktop,0.406
U01208,2025-11-02,Email,5.97,Australia,Desktop,0.799
U01209,2025-06-23,Organic Search,0.0,USA,Mobile,0.33
U01210,2026-01-05,Organic Search,0.0,Canada,Desktop,0.261
U01211,2026-03-03,Paid Search,46.21,USA,Mobile,0.346
U01212,2025-06-12,Referral,7.98,USA,Mobile,0.75
U01213,2025-09-30,Organic Search,0.0,Australia,Desktop,0.125
U01214,2026-06-22,Email,2.76,Canada,Mobile,0.448
U01215,2026-01-17,Content/SEO,0.0,UK,Desktop,0.397
U01216,2025-07-25,Content/SEO,0.0,Canada,Desktop,0.709
U01217,2026-01-21,Referral,1.53,Brazil,Desktop,0.798
U01218,2026-02-25,Affiliate,3.57,UAE,Desktop,0.139
U01219,2025-09-18,Paid Social,28.76,USA,Desktop,0.143
U01220,2026-05-19,Referral,7.59,Canada,Mobile,0.121
U01221,2026-06-09,Email,3.65,Brazil,Mobile,0.652
U01222,2025-09-15,Referral,9.28,Canada,Desktop,0.459
U01223,2025-09-24,Referral,6.51,Canada,Tablet,0.087
U01224,2026-06-01,Paid Search,26.97,USA,Mobile,0.309
U01225,2025-12-26,Organic Search,0.0,USA,Desktop,0.382
U01226,2025-11-02,Paid Search,9.68,India,Desktop,0.378
U01227,2026-02-28,Organic Search,0.0,UK,Desktop,0.341
U01228,2026-07-03,Paid Search,25.84,Germany,Desktop,0.338
U01229,2025-05-23,Organic Search,0.0,India,Desktop,0.608
U01230,2025-10-10,Affiliate,25.56,UK,Mobile,0.639
U01231,2025-08-03,Paid Social,23.16,UK,Desktop,0.518
U01232,2025-05-05,Content/SEO,0.0,India,Desktop,0.571
U01233,2026-07-16,Organic Search,0.0,USA,Desktop,0.486
U01234,2025-06-01,Paid Social,38.99,UK,Desktop,0.511
U01235,2026-05-04,Paid Search,34.36,USA,Desktop,0.441
U01236,2025-03-12,Paid Search,56.21,USA,Mobile,0.551
U01237,2025-07-26,Paid Social,29.45,UAE,Mobile,0.568
U01238,2026-06-11,Affiliate,17.65,USA,Mobile,0.377
U01239,2025-12-09,Paid Social,35.54,Brazil,Desktop,0.666
U01240,2025-04-22,Referral,10.4,UAE,Mobile,0.078
U01241,2026-05-11,Paid Search,30.22,Brazil,Tablet,0.628
U01242,2025-06-04,Paid Search,19.48,UK,Desktop,0.419
U01243,2025-09-11,Email,6.55,Australia,Desktop,0.328
U01244,2025-08-03,Content/SEO,0.0,India,Desktop,0.361
U01245,2025-02-20,Email,3.49,USA,Desktop,0.407
U01246,2026-06-04,Affiliate,13.33,USA,Tablet,0.369
U01247,2026-02-14,Paid Social,35.73,USA,Desktop,0.558
U01248,2025-04-27,Referral,7.47,Canada,Mobile,0.415
U01249,2026-04-11,Paid Social,33.5,USA,Desktop,0.86
U01250,2025-10-30,Content/SEO,0.0,UAE,Mobile,0.572
U01251,2025-07-06,Referral,4.39,Brazil,Mobile,0.658
U01252,2025-10-12,Organic Search,0.0,India,Desktop,0.478
U01253,2025-10-24,Organic Search,0.0,USA,Mobile,0.738
U01254,2026-06-18,Paid Social,33.2,UK,Desktop,0.13
U01255,2025-10-11,Paid Search,29.82,India,Mobile,0.412
U01256,2025-03-29,Paid Social,33.51,USA,Mobile,0.282
U01257,2025-02-13,Paid Social,53.81,Germany,Desktop,0.676
U01258,2025-07-14,Content/SEO,0.0,UK,Mobile,0.191
U01259,2026-05-29,Organic Search,0.0,Brazil,Desktop,0.673
U01260,2025-06-25,Content/SEO,0.0,India,Desktop,0.476
U01261,2026-05-29,Content/SEO,0.0,India,Desktop,0.531
U01262,2025-04-16,Referral,0.18,India,Desktop,0.433
U01263,2025-06-12,Organic Search,0.0,India,Mobile,0.473
U01264,2026-01-10,Paid Social,22.82,UAE,Desktop,0.114
U01265,2025-09-01,Referral,2.52,Brazil,Mobile,0.049
U01266,2026-01-14,Content/SEO,0.0,India,Tablet,0.114
U01267,2025-02-03,Paid Social,21.05,UK,Desktop,0.677
U01268,2025-06-04,Organic Search,0.0,UK,Desktop,0.213
U01269,2026-05-22,Affiliate,17.99,India,Mobile,0.818
U01270,2026-05-19,Email,0.97,India,Desktop,0.602
U01271,2025-06-04,Referral,11.35,India,Desktop,0.347
U01272,2025-10-05,Paid Search,36.97,Australia,Desktop,0.55
U01273,2026-04-01,Organic Search,0.0,Canada,Mobile,0.191
U01274,2025-07-31,Email,0.0,Brazil,Tablet,0.198
U01275,2026-07-13,Paid Social,16.02,UK,Desktop,0.321
U01276,2025-03-20,Organic Search,0.0,USA,Mobile,0.182
U01277,2025-12-02,Paid Social,34.19,India,Desktop,0.569
U01278,2026-07-08,Referral,4.05,USA,Desktop,0.34
U01279,2025-05-31,Email,2.48,India,Desktop,0.411
U01280,2025-08-12,Referral,5.48,India,Desktop,0.518
U01281,2025-12-19,Referral,6.52,India,Desktop,0.655
U01282,2026-02-01,Paid Social,28.73,USA,Desktop,0.43
U01283,2026-04-08,Paid Search,23.73,Canada,Desktop,0.501
U01284,2025-06-21,Email,2.46,USA,Mobile,0.35
U01285,2025-07-20,Email,3.77,India,Desktop,0.275
U01286,2026-05-20,Paid Search,34.05,UK,Desktop,0.283
U01287,2026-02-14,Referral,4.17,Australia,Mobile,0.486
U01288,2026-01-25,Organic Search,0.0,UK,Desktop,0.597
U01289,2025-08-01,Email,2.69,USA,Desktop,0.407
U01290,2025-04-20,Organic Search,0.0,India,Desktop,0.591
U01291,2025-03-06,Referral,12.72,India,Desktop,0.477
U01292,2025-07-08,Email,6.52,UK,Desktop,0.653
U01293,2026-05-15,Affiliate,17.76,India,Mobile,0.394
U01294,2025-05-11,Paid Search,16.35,USA,Mobile,0.273
U01295,2025-04-10,Content/SEO,0.0,USA,Desktop,0.599
U01296,2025-05-11,Paid Social,34.95,India,Desktop,0.138
U01297,2025-12-03,Referral,2.3,Australia,Mobile,0.382
U01298,2026-02-06,Referral,8.14,USA,Desktop,0.914
